#proteinId	gotermId	goName	gotermType	goAcc
623700	2905	nicotinate-nucleotide diphosphorylase (carboxylating) activity	molecular_function	GO:0004514
623776	587	nucleosome	cellular_component	GO:0000786
623776	2176	DNA binding	molecular_function	GO:0003677
623776	3838	nucleus	cellular_component	GO:0005634
623776	4484	nucleosome assembly	biological_process	GO:0006334
624063	3838	nucleus	cellular_component	GO:0005634
624063	4513	rRNA processing	biological_process	GO:0006364
624063	5846	methyltransferase activity	molecular_function	GO:0008168
624063	175	rRNA (adenine-N6,N6-)-dimethyltransferase activity	molecular_function	GO:0000179
624063	2346	C-terminal protein carboxyl methyltransferase activity	molecular_function	GO:0003880
624063	5847	C-methyltransferase activity	molecular_function	GO:0008169
624063	5848	N-methyltransferase activity	molecular_function	GO:0008170
624063	5849	O-methyltransferase activity	molecular_function	GO:0008171
624063	5850	S-methyltransferase activity	molecular_function	GO:0008172
624063	5851	RNA methyltransferase activity	molecular_function	GO:0008173
624063	5852	mRNA methyltransferase activity	molecular_function	GO:0008174
624063	5853	tRNA methyltransferase activity	molecular_function	GO:0008175
624063	5945	protein methyltransferase activity	molecular_function	GO:0008276
624063	5992	site-specific DNA-methyltransferase (cytosine-specific) activity	molecular_function	GO:0008326
624063	6085	2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity	molecular_function	GO:0008425
624063	6281	rRNA methyltransferase activity	molecular_function	GO:0008649
624063	6282	rRNA (uridine-2'-O-)-methyltransferase activity	molecular_function	GO:0008650
624063	6619	DNA-methyltransferase activity	molecular_function	GO:0009008
624063	6977	rRNA (cytosine-C5-967)-methyltransferase activity	molecular_function	GO:0009383
624063	9489	selenocysteine methyltransferase activity	molecular_function	GO:0016205
624063	9552	arginine N-methyltransferase activity	molecular_function	GO:0016273
624063	9553	protein-arginine N-methyltransferase activity	molecular_function	GO:0016274
624063	9556	lysine N-methyltransferase activity	molecular_function	GO:0016278
624063	9557	protein-lysine N-methyltransferase activity	molecular_function	GO:0016279
624063	9572	tRNA (uracil) methyltransferase activity	molecular_function	GO:0016300
624063	9652	tRNA (guanine) methyltransferase activity	molecular_function	GO:0016423
624063	9653	tRNA (guanosine) methyltransferase activity	molecular_function	GO:0016424
624063	9654	tRNA (adenine)-methyltransferase activity	molecular_function	GO:0016426
624063	9655	tRNA (cytosine)-methyltransferase activity	molecular_function	GO:0016427
624063	9659	tRNA (uridine) methyltransferase activity	molecular_function	GO:0016431
624063	9661	rRNA (adenine) methyltransferase activity	molecular_function	GO:0016433
624063	9662	rRNA (cytosine) methyltransferase activity	molecular_function	GO:0016434
624063	9663	rRNA (guanine) methyltransferase activity	molecular_function	GO:0016435
624063	9664	rRNA (uridine) methyltransferase activity	molecular_function	GO:0016436
624063	10743	protein-leucine O-methyltransferase activity	molecular_function	GO:0018423
624063	11011	1-phenanthrol methyltransferase activity	molecular_function	GO:0018707
624063	11960	protein-arginine N5-methyltransferase activity	molecular_function	GO:0019702
624063	13642	methylarsonite methyltransferase activity	molecular_function	GO:0030792
624063	19234	demethylmenaquinone methyltransferase activity	molecular_function	GO:0043770
624063	19240	cobalt-precorrin-6B C5-methyltransferase activity	molecular_function	GO:0043776
624063	19241	cobalt-precorrin-7 C15-methyltransferase activity	molecular_function	GO:0043777
624063	19244	cobalt-precorrin-5B C1-methyltransferase activity	molecular_function	GO:0043780
624063	19246	cobalt-precorrin-3 C17-methyltransferase activity	molecular_function	GO:0043782
624063	19254	dimethyladenosine transferase activity	molecular_function	GO:0043790
624063	19255	dimethylamine methyltransferase activity	molecular_function	GO:0043791
624063	19267	hydroxyneurosporene-O-methyltransferase activity	molecular_function	GO:0043803
624063	19291	tRNA (adenine-57, 58-N(1)-) methyltransferase activity	molecular_function	GO:0043827
624063	19297	methylamine-specific methylcobalamin:coenzyme M methyltransferase activity	molecular_function	GO:0043833
624063	19298	trimethylamine methyltransferase activity	molecular_function	GO:0043834
624063	19315	methanol-specific methylcobalamin:coenzyme M methyltransferase activity	molecular_function	GO:0043851
624063	19316	monomethylamine methyltransferase activity	molecular_function	GO:0043852
624172	8851	tetracycline:hydrogen antiporter activity	molecular_function	GO:0015520
624172	9211	tetracycline transport	biological_process	GO:0015904
624172	9321	integral to membrane	cellular_component	GO:0016021
624172	21106	response to antibiotic	biological_process	GO:0046677
624209	2888	monooxygenase activity	molecular_function	GO:0004497
624209	3721	iron ion binding	molecular_function	GO:0005506
624209	4283	electron transport	biological_process	GO:0006118
624209	12251	heme binding	molecular_function	GO:0020037
624209	10970	benzoate 4-monooxygenase activity	molecular_function	GO:0018664
624213	2196	transcription factor activity	molecular_function	GO:0003700
624213	3838	nucleus	cellular_component	GO:0005634
624213	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
624213	5939	zinc ion binding	molecular_function	GO:0008270
624213	2176	DNA binding	molecular_function	GO:0003677
624213	4499	transcription	biological_process	GO:0006350
624213	2854	L-lactate dehydrogenase (cytochrome) activity	molecular_function	GO:0004460
624369	5939	zinc ion binding	molecular_function	GO:0008270
624369	9710	oxidoreductase activity	molecular_function	GO:0016491
624369	247	C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity	molecular_function	GO:0000252
624369	248	3-keto sterol reductase activity	molecular_function	GO:0000253
624369	2477	aldo-keto reductase activity	molecular_function	GO:0004033
624369	2842	isocitrate dehydrogenase activity	molecular_function	GO:0004448
624369	2886	mevaldate reductase activity	molecular_function	GO:0004495
624369	6491	gluconate dehydrogenase activity	molecular_function	GO:0008875
624369	9508	steroid dehydrogenase activity	molecular_function	GO:0016229
624369	10761	epoxide dehydrogenase activity	molecular_function	GO:0018451
624369	10762	5-exo-hydroxycamphor dehydrogenase activity	molecular_function	GO:0018452
624369	10763	2-hydroxytetrahydrofuran dehydrogenase activity	molecular_function	GO:0018453
624369	15277	phenylcoumaran benzylic ether reductase activity	molecular_function	GO:0032442
624369	16590	steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function	GO:0033764
624369	16591	steroid dehydrogenase activity, acting on the CH-CH group of donors	molecular_function	GO:0033765
624369	19178	(R)-2-hydroxyisocaproate dehydrogenase activity	molecular_function	GO:0043713
624369	22621	3-ketoglucose-reductase activity	molecular_function	GO:0048258
624369	25233	(R)-2-hydroxyglutarate dehydrogenase activity	molecular_function	GO:0051990
624528	5830	metabolic process	biological_process	GO:0008152
624528	9710	oxidoreductase activity	molecular_function	GO:0016491
624528	2723	3-oxoacyl-[acyl-carrier-protein] reductase activity	molecular_function	GO:0004316
624695	2636	calcium-dependent cysteine-type endopeptidase activity	molecular_function	GO:0004198
624695	3827	intracellular	cellular_component	GO:0005622
624695	4639	proteolysis	biological_process	GO:0006508
624695	2635	cysteine-type endopeptidase activity	molecular_function	GO:0004197
624735	5830	metabolic process	biological_process	GO:0008152
624735	9710	oxidoreductase activity	molecular_function	GO:0016491
624735	2894	monophenol monooxygenase activity	molecular_function	GO:0004503
624765	3838	nucleus	cellular_component	GO:0005634
624800	2700	subtilase activity	molecular_function	GO:0004289
624800	4639	proteolysis	biological_process	GO:0006508
624800	2687	cerevisin activity	molecular_function	GO:0004262
624850	5830	metabolic process	biological_process	GO:0008152
624850	9710	oxidoreductase activity	molecular_function	GO:0016491
624850	2894	monophenol monooxygenase activity	molecular_function	GO:0004503
625043	2196	transcription factor activity	molecular_function	GO:0003700
625043	3838	nucleus	cellular_component	GO:0005634
625043	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
625043	19030	sequence-specific DNA binding	molecular_function	GO:0043565
625075	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
625075	4143	carbohydrate metabolic process	biological_process	GO:0005975
625105	18831	[formate-C-acetyltransferase]-activating enzyme activity	molecular_function	GO:0043365
625113	2196	transcription factor activity	molecular_function	GO:0003700
625113	3838	nucleus	cellular_component	GO:0005634
625113	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
625113	5939	zinc ion binding	molecular_function	GO:0008270
625113	2176	DNA binding	molecular_function	GO:0003677
625113	4499	transcription	biological_process	GO:0006350
625149	2744	glucan 1,3-beta-glucosidase activity	molecular_function	GO:0004338
625150	6715	lipoate biosynthetic process	biological_process	GO:0009107
625150	10160	lipoate synthase activity	molecular_function	GO:0016992
625150	2290	catalytic activity	molecular_function	GO:0003824
625150	24783	iron-sulfur cluster binding	molecular_function	GO:0051536
625161	2754	glucosylceramidase activity	molecular_function	GO:0004348
625161	3954	lysosome	cellular_component	GO:0005764
625161	4792	sphingolipid metabolic process	biological_process	GO:0006665
625161	5135	lysosome organization and biogenesis	biological_process	GO:0007040
625169	2916	ribonuclease P activity	molecular_function	GO:0004526
625194	9321	integral to membrane	cellular_component	GO:0016021
625194	23553	sphingosine N-acyltransferase activity	molecular_function	GO:0050291
625196	3727	protein binding	molecular_function	GO:0005515
625196	13949	septin complex	cellular_component	GO:0031105
625247	2796	hexokinase activity	molecular_function	GO:0004396
625247	3736	ATP binding	molecular_function	GO:0005524
625247	4261	glycolysis	biological_process	GO:0006096
625258	2925	poly(A)-specific ribonuclease activity	molecular_function	GO:0004535
625259	2290	catalytic activity	molecular_function	GO:0003824
625259	2416	RNA-3'-phosphate cyclase activity	molecular_function	GO:0003963
625272	3531	structural constituent of cell wall	molecular_function	GO:0005199
625272	3824	cell wall	cellular_component	GO:0005618
625297	2175	nucleic acid binding	molecular_function	GO:0003676
625297	3727	protein binding	molecular_function	GO:0005515
625297	9525	RNA interference	biological_process	GO:0016246
625297	9669	RNA-induced silencing complex	cellular_component	GO:0016442
625308	9710	oxidoreductase activity	molecular_function	GO:0016491
625308	23919	FAD binding	molecular_function	GO:0050660
625308	2351	D-arabinono-1,4-lactone oxidase activity	molecular_function	GO:0003885
625308	9320	membrane	cellular_component	GO:0016020
625308	2290	catalytic activity	molecular_function	GO:0003824
625330	3013	phosphoribosylaminoimidazolesuccinocarboxamide synthase activity	molecular_function	GO:0004639
625330	4326	purine nucleotide biosynthetic process	biological_process	GO:0006164
625418	3736	ATP binding	molecular_function	GO:0005524
625418	10082	ATPase activity	molecular_function	GO:0016887
625418	4927	transport	biological_process	GO:0006810
625418	9321	integral to membrane	cellular_component	GO:0016021
625418	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
625418	6209	xenobiotic-transporting ATPase activity	molecular_function	GO:0008559
625423	2176	DNA binding	molecular_function	GO:0003677
625423	3838	nucleus	cellular_component	GO:0005634
625423	4499	transcription	biological_process	GO:0006350
625423	5939	zinc ion binding	molecular_function	GO:0008270
625431	2176	DNA binding	molecular_function	GO:0003677
625431	3875	chromatin silencing complex	cellular_component	GO:0005677
625431	4492	chromatin silencing	biological_process	GO:0006342
625431	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
625431	4609	protein amino acid deacetylation	biological_process	GO:0006476
625431	5939	zinc ion binding	molecular_function	GO:0008270
625431	10293	NAD-dependent histone deacetylase activity	molecular_function	GO:0017136
625431	24535	NAD binding	molecular_function	GO:0051287
625431	2805	histone deacetylase activity	molecular_function	GO:0004407
625431	6078	protein N-terminal asparagine amidohydrolase activity	molecular_function	GO:0008418
625431	6380	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity	molecular_function	GO:0008759
625431	11049	iprodione amidohydrolase activity	molecular_function	GO:0018748
625431	11050	(3,5-dichlorophenylurea)acetate amidohydrolase activity	molecular_function	GO:0018749
625431	19211	N2-acetyl-L-lysine deacetylase activity	molecular_function	GO:0043747
625431	19212	O-succinylbenzoate synthase activity	molecular_function	GO:0043748
625431	19328	indoleacetamide hydrolase activity	molecular_function	GO:0043864
625431	21832	N-acetylgalactosamine-6-phosphate deacetylase activity	molecular_function	GO:0047419
625442	3827	intracellular	cellular_component	GO:0005622
625442	19030	sequence-specific DNA binding	molecular_function	GO:0043565
625442	2176	DNA binding	molecular_function	GO:0003677
625442	2353	DNA-directed DNA polymerase activity	molecular_function	GO:0003887
625442	16887	DNA polymerase activity	molecular_function	GO:0034061
625456	2824	inorganic diphosphatase activity	molecular_function	GO:0004427
625460	9977	nucleotidyltransferase activity	molecular_function	GO:0016779
625460	23527	RNA uridylyltransferase activity	molecular_function	GO:0050265
625486	3023	polygalacturonase activity	molecular_function	GO:0004650
625486	4143	carbohydrate metabolic process	biological_process	GO:0005975
625486	22318	galacturan 1,4-alpha-galacturonidase activity	molecular_function	GO:0047911
625506	2290	catalytic activity	molecular_function	GO:0003824
625506	5830	metabolic process	biological_process	GO:0008152
625506	2444	acyl-CoA ligase activity	molecular_function	GO:0003996
625506	3135	succinate-CoA ligase activity	molecular_function	GO:0004774
625506	8961	fatty-acid ligase activity	molecular_function	GO:0015645
625506	11147	perillyl-CoA synthetase activity	molecular_function	GO:0018853
625506	11148	3-isopropenyl-6-oxoheptanoyl-CoA synthetase activity	molecular_function	GO:0018854
625506	11149	2-oxo-delta3-4,5,5-trimethylcyclopentenylacetyl-CoA synthetase activity	molecular_function	GO:0018855
625506	11150	benzoyl acetate-CoA ligase activity	molecular_function	GO:0018856
625506	11151	2,4-dichlorobenzoate-CoA ligase activity	molecular_function	GO:0018857
625506	19223	branched-chain acyl-CoA synthetase (ADP-forming) activity	molecular_function	GO:0043759
625506	19226	aryl-CoA synthetase (ADP-forming) activity	molecular_function	GO:0043762
625518	2585	dihydrolipoamide branched chain acyltransferase activity	molecular_function	GO:0004147
625518	2803	H2A/H2B histone acetyltransferase activity	molecular_function	GO:0004405
625518	2804	H3/H4 histone acetyltransferase activity	molecular_function	GO:0004406
625518	5765	N-acetyltransferase activity	molecular_function	GO:0008080
625518	6038	O-acyltransferase activity	molecular_function	GO:0008374
625518	6075	acyltransferase activity	molecular_function	GO:0008415
625518	6565	palmitoleoyl [acyl-carrier-protein]-dependent acyltransferase activity	molecular_function	GO:0008951
625518	9635	carnitine O-acyltransferase activity	molecular_function	GO:0016406
625518	9636	acetyltransferase activity	molecular_function	GO:0016407
625518	9637	C-acyltransferase activity	molecular_function	GO:0016408
625518	9638	palmitoyltransferase activity	molecular_function	GO:0016409
625518	9639	N-acyltransferase activity	molecular_function	GO:0016410
625518	9640	acylglycerol O-acyltransferase activity	molecular_function	GO:0016411
625518	9641	serine O-acyltransferase activity	molecular_function	GO:0016412
625518	9642	O-acetyltransferase activity	molecular_function	GO:0016413
625518	9643	O-octanoyltransferase activity	molecular_function	GO:0016414
625518	9644	octanoyltransferase activity	molecular_function	GO:0016415
625518	9645	O-palmitoyltransferase activity	molecular_function	GO:0016416
625518	9646	S-acyltransferase activity	molecular_function	GO:0016417
625518	9647	S-acetyltransferase activity	molecular_function	GO:0016418
625518	9648	S-malonyltransferase activity	molecular_function	GO:0016419
625518	9649	malonyltransferase activity	molecular_function	GO:0016420
625518	9676	C-palmitoyltransferase activity	molecular_function	GO:0016454
625518	9947	succinyltransferase activity	molecular_function	GO:0016748
625518	9948	N-succinyltransferase activity	molecular_function	GO:0016749
625518	9949	O-succinyltransferase activity	molecular_function	GO:0016750
625518	9950	S-succinyltransferase activity	molecular_function	GO:0016751
625518	9951	sinapoyltransferase activity	molecular_function	GO:0016752
625518	9952	O-sinapoyltransferase activity	molecular_function	GO:0016753
625518	10381	peptidyl-lysine N6-myristoyltransferase activity	molecular_function	GO:0018030
625518	10382	peptidyl-lysine N6-palmitoyltransferase activity	molecular_function	GO:0018031
625518	11014	benzoyl acetate-CoA thiolase activity	molecular_function	GO:0018711
625518	11015	3-hydroxybutyryl-CoA thiolase activity	molecular_function	GO:0018712
625518	11016	3-ketopimelyl-CoA thiolase activity	molecular_function	GO:0018713
625518	11390	N-palmitoyltransferase activity	molecular_function	GO:0019105
625518	11391	myristoyltransferase activity	molecular_function	GO:0019107
625518	11465	acyl-CoA N-acyltransferase activity	molecular_function	GO:0019186
625518	11963	protein-cysteine S-myristoyltransferase activity	molecular_function	GO:0019705
625518	11964	protein-cysteine S-palmitoleyltransferase activity	molecular_function	GO:0019706
625518	11965	protein-cysteine S-acyltransferase activity	molecular_function	GO:0019707
625518	15051	glucosaminyl-phosphotidylinositol O-acyltransferase activity	molecular_function	GO:0032216
625518	19206	L-2-aminoadipate N-acetyltransferase activity	molecular_function	GO:0043741
625518	19228	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase activity	molecular_function	GO:0043764
625518	19270	keto acid formate lyase activity	molecular_function	GO:0043806
625518	19313	Ras palmitoyltransferase activity	molecular_function	GO:0043849
625518	21363	azetidine-2-carboxylic acid acetyltransferase activity	molecular_function	GO:0046941
625531	2290	catalytic activity	molecular_function	GO:0003824
625531	23919	FAD binding	molecular_function	GO:0050660
625531	9710	oxidoreductase activity	molecular_function	GO:0016491
625531	2852	D-lactate dehydrogenase (cytochrome) activity	molecular_function	GO:0004458
625544	2196	transcription factor activity	molecular_function	GO:0003700
625544	3838	nucleus	cellular_component	GO:0005634
625544	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
625544	19030	sequence-specific DNA binding	molecular_function	GO:0043565
625544	21401	protein dimerization activity	molecular_function	GO:0046983
625583	281	magnesium ion binding	molecular_function	GO:0000287
625583	10024	lyase activity	molecular_function	GO:0016829
625596	9971	phosphotransferase activity, alcohol group as acceptor	molecular_function	GO:0016773
625596	2825	inositol or phosphatidylinositol kinase activity	molecular_function	GO:0004428
625596	4113	phosphoinositide 3-kinase complex	cellular_component	GO:0005942
625596	9574	1-phosphatidylinositol-3-kinase activity	molecular_function	GO:0016303
625596	21277	phosphoinositide phosphorylation	biological_process	GO:0046854
625596	22419	phosphoinositide-mediated signaling	biological_process	GO:0048015
625596	3708	binding	molecular_function	GO:0005488
625596	8439	phosphatidylinositol 3-kinase, class I, catalyst activity	molecular_function	GO:0015072
625596	8440	phosphatidylinositol 3-kinase, class I, regulator activity	molecular_function	GO:0015073
625600	9985	hydrolase activity	molecular_function	GO:0016787
625601	3727	protein binding	molecular_function	GO:0005515
625636	7744	FMN binding	molecular_function	GO:0010181
625644	9691	proton-transporting two-sector ATPase complex	cellular_component	GO:0016469
625644	21380	hydrogen ion transporting ATPase activity, rotational mechanism	molecular_function	GO:0046961
625653	3664	copper ion transmembrane transporter activity	molecular_function	GO:0005375
625653	4940	copper ion transport	biological_process	GO:0006825
625653	9321	integral to membrane	cellular_component	GO:0016021
625657	3043	protein kinase activity	molecular_function	GO:0004672
625657	3736	ATP binding	molecular_function	GO:0005524
625657	4602	protein amino acid phosphorylation	biological_process	GO:0006468
625657	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
625657	3052	protein kinase CK2 activity	molecular_function	GO:0004682
625659	2196	transcription factor activity	molecular_function	GO:0003700
625659	3838	nucleus	cellular_component	GO:0005634
625659	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
625659	5939	zinc ion binding	molecular_function	GO:0008270
625659	19030	sequence-specific DNA binding	molecular_function	GO:0043565
625664	9985	hydrolase activity	molecular_function	GO:0016787
625664	6425	carboxymethylenebutenolidase activity	molecular_function	GO:0008806
625678	281	magnesium ion binding	molecular_function	GO:0000287
625678	6512	phosphopantetheinyltransferase activity	molecular_function	GO:0008897
625678	6668	macromolecule biosynthetic process	biological_process	GO:0009059
625678	6427	cardiolipin synthase activity	molecular_function	GO:0008808
625678	10741	UDP-N-acetylglucosamine:serine-protein N-acetylglucosamine-1-phosphotransferase activity	molecular_function	GO:0018421
625678	10742	GDP-mannose:serine-protein mannose-1-phosphotransferase activity	molecular_function	GO:0018422
625678	19225	archaetidylserine synthase activity	molecular_function	GO:0043761
625678	19252	cardiolipin synthetase 2 activity	molecular_function	GO:0043788
625682	2175	nucleic acid binding	molecular_function	GO:0003676
625682	5939	zinc ion binding	molecular_function	GO:0008270
625696	2290	catalytic activity	molecular_function	GO:0003824
625696	5830	metabolic process	biological_process	GO:0008152
625696	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
625696	6457	diaminopropionate ammonia-lyase activity	molecular_function	GO:0008838
625734	9710	oxidoreductase activity	molecular_function	GO:0016491
625734	3722	copper ion binding	molecular_function	GO:0005507
625734	6106	L-ascorbate oxidase activity	molecular_function	GO:0008447
625760	2196	transcription factor activity	molecular_function	GO:0003700
625760	3838	nucleus	cellular_component	GO:0005634
625760	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
625760	5939	zinc ion binding	molecular_function	GO:0008270
625760	2176	DNA binding	molecular_function	GO:0003677
625760	4499	transcription	biological_process	GO:0006350
625784	8400	protein transport	biological_process	GO:0015031
625789	140	Golgi membrane	cellular_component	GO:0000139
625789	3978	endoplasmic reticulum membrane	cellular_component	GO:0005789
625789	4799	ceramide metabolic process	biological_process	GO:0006672
625789	9321	integral to membrane	cellular_component	GO:0016021
625789	10006	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides	molecular_function	GO:0016811
625789	2805	histone deacetylase activity	molecular_function	GO:0004407
625789	6078	protein N-terminal asparagine amidohydrolase activity	molecular_function	GO:0008418
625789	6380	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity	molecular_function	GO:0008759
625789	11049	iprodione amidohydrolase activity	molecular_function	GO:0018748
625789	11050	(3,5-dichlorophenylurea)acetate amidohydrolase activity	molecular_function	GO:0018749
625789	19211	N2-acetyl-L-lysine deacetylase activity	molecular_function	GO:0043747
625789	19212	O-succinylbenzoate synthase activity	molecular_function	GO:0043748
625789	19328	indoleacetamide hydrolase activity	molecular_function	GO:0043864
625789	21832	N-acetylgalactosamine-6-phosphate deacetylase activity	molecular_function	GO:0047419
625803	3824	cell wall	cellular_component	GO:0005618
625803	13460	pectinesterase activity	molecular_function	GO:0030599
625803	18059	cell wall modification	biological_process	GO:0042545
625876	3088	protein serine/threonine phosphatase activity	molecular_function	GO:0004722
625876	4604	protein amino acid dephosphorylation	biological_process	GO:0006470
625876	5955	protein serine/threonine phosphatase complex	cellular_component	GO:0008287
625876	2290	catalytic activity	molecular_function	GO:0003824
625876	3087	phosphoprotein phosphatase activity	molecular_function	GO:0004721
625876	3089	calcium-dependent protein serine/threonine phosphatase activity	molecular_function	GO:0004723
625876	3090	magnesium-dependent protein serine/threonine phosphatase activity	molecular_function	GO:0004724
625876	4132	magnesium-dependent protein serine/threonine phosphatase complex	cellular_component	GO:0005963
625876	6080	CTD phosphatase activity	molecular_function	GO:0008420
625876	6240	calcium-dependent protein serine/threonine phosphatase regulator activity	molecular_function	GO:0008597
625876	10186	myosin phosphatase activity	molecular_function	GO:0017018
625876	10187	myosin phosphatase regulator activity	molecular_function	GO:0017020
625876	10190	myosin phosphatase complex	cellular_component	GO:0017023
625915	2175	nucleic acid binding	molecular_function	GO:0003676
625915	3827	intracellular	cellular_component	GO:0005622
625915	5939	zinc ion binding	molecular_function	GO:0008270
625933	2175	nucleic acid binding	molecular_function	GO:0003676
625933	2176	DNA binding	molecular_function	GO:0003677
625933	3838	nucleus	cellular_component	GO:0005634
625933	4421	DNA replication	biological_process	GO:0006260
625936	2175	nucleic acid binding	molecular_function	GO:0003676
625936	5939	zinc ion binding	molecular_function	GO:0008270
625948	2770	glutathione transferase activity	molecular_function	GO:0004364
625960	2756	glutamate-5-semialdehyde dehydrogenase activity	molecular_function	GO:0004350
625960	4691	proline biosynthetic process	biological_process	GO:0006561
625960	23920	NADP binding	molecular_function	GO:0050661
625960	5830	metabolic process	biological_process	GO:0008152
625960	9710	oxidoreductase activity	molecular_function	GO:0016491
625992	3547	ion channel activity	molecular_function	GO:0005216
625992	4928	ion transport	biological_process	GO:0006811
625992	9320	membrane	cellular_component	GO:0016020
626004	2844	isocitrate dehydrogenase (NADP+) activity	molecular_function	GO:0004450
626004	2842	isocitrate dehydrogenase activity	molecular_function	GO:0004448
626006	3838	nucleus	cellular_component	GO:0005634
626006	13391	transcription regulator activity	molecular_function	GO:0030528
626006	19908	regulation of transcription	biological_process	GO:0045449
626007	3930	cytoplasm	cellular_component	GO:0005737
626007	9986	hydrolase activity, acting on ester bonds	molecular_function	GO:0016788
626007	11742	D-amino acid catabolic process	biological_process	GO:0019478
626007	2909	nuclease activity	molecular_function	GO:0004518
626007	18089	phosphoric ester hydrolase activity	molecular_function	GO:0042578
626007	19229	T/G mismatch-specific endonuclease activity	molecular_function	GO:0043765
626030	5830	metabolic process	biological_process	GO:0008152
626030	9710	oxidoreductase activity	molecular_function	GO:0016491
626036	6667	biosynthetic process	biological_process	GO:0009058
626036	9986	hydrolase activity, acting on ester bonds	molecular_function	GO:0016788
626036	5830	metabolic process	biological_process	GO:0008152
626036	2290	catalytic activity	molecular_function	GO:0003824
626036	3708	binding	molecular_function	GO:0005488
626038	3736	ATP binding	molecular_function	GO:0005524
626038	10082	ATPase activity	molecular_function	GO:0016887
626038	162	nucleotide binding	molecular_function	GO:0000166
626038	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
626038	4927	transport	biological_process	GO:0006810
626038	9321	integral to membrane	cellular_component	GO:0016021
626038	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
626038	2450	ATP-dependent DNA helicase activity	molecular_function	GO:0004003
626038	2451	ATP-dependent RNA helicase activity	molecular_function	GO:0004004
626038	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
626038	5778	DNA-dependent ATPase activity	molecular_function	GO:0008094
626038	5860	RNA-dependent ATPase activity	molecular_function	GO:0008186
626038	8800	protein-transmembrane transporting ATPase activity	molecular_function	GO:0015462
626038	10273	single-stranded DNA-dependent ATP-dependent DNA helicase activity	molecular_function	GO:0017116
626038	18132	ATPase activity, coupled	molecular_function	GO:0042623
626038	18133	ATPase activity, uncoupled	molecular_function	GO:0042624
626038	18134	ATPase activity, coupled to transmembrane movement of ions	molecular_function	GO:0042625
626066	2934	alpha,alpha-trehalase activity	molecular_function	GO:0004555
626066	4159	trehalose metabolic process	biological_process	GO:0005991
626066	2290	catalytic activity	molecular_function	GO:0003824
626066	3724	calcium ion binding	molecular_function	GO:0005509
626066	3930	cytoplasm	cellular_component	GO:0005737
626066	4161	trehalose catabolic process	biological_process	GO:0005993
626078	24	alpha-1,6-mannosyltransferase activity	molecular_function	GO:0000009
626078	42	alpha-1,2-mannosyltransferase activity	molecular_function	GO:0000026
626078	45	mannosyltransferase activity	molecular_function	GO:0000030
626078	48	alpha-1,3-mannosyltransferase activity	molecular_function	GO:0000033
626078	1170	alpha-1,3-galactosyltransferase activity	molecular_function	GO:0001962
626078	2430	UDP-glucose:glycoprotein glucosyltransferase activity	molecular_function	GO:0003980
626078	2782	glycolipid mannosyltransferase activity	molecular_function	GO:0004376
626078	2953	oligosaccharyl transferase activity	molecular_function	GO:0004576
626078	2959	dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity	molecular_function	GO:0004583
626078	6039	acetylglucosaminyltransferase activity	molecular_function	GO:0008375
626078	6040	acetylgalactosaminyltransferase activity	molecular_function	GO:0008376
626078	6042	galactosyltransferase activity	molecular_function	GO:0008378
626078	6077	fucosyltransferase activity	molecular_function	GO:0008417
626078	6376	O antigen polymerase activity	molecular_function	GO:0008755
626078	6535	lipopolysaccharide-1,6-galactosyltransferase activity	molecular_function	GO:0008921
626078	9532	UDP-N-acetylglucosamine-peptide N-acetylglucosaminyltransferase activity	molecular_function	GO:0016253
626078	9958	cellulose synthase activity	molecular_function	GO:0016759
626078	11017	9-phenanthrol UDP-glucuronosyltransferase activity	molecular_function	GO:0018715
626078	11018	1-phenanthrol glycosyltransferase activity	molecular_function	GO:0018716
626078	11019	9-phenanthrol glycosyltransferase activity	molecular_function	GO:0018717
626078	11020	1,2-dihydroxy-phenanthrene glycosyltransferase activity	molecular_function	GO:0018718
626078	11396	phenanthrol glycosyltransferase activity	molecular_function	GO:0019112
626078	11466	beta-1,4-mannosyltransferase activity	molecular_function	GO:0019187
